image_id,filename,image_path,label,class_name
1167,1167.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1167.jpg,3,chinese_redbud
1580,1580.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1580.jpg,2,anhui_barberry
1325,1325.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1325.jpg,6,nanmu
1273,1273.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1273.jpg,5,japanese_maple
1545,1545.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1545.jpg,8,chinese_cinnamon
1329,1329.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1329.jpg,6,nanmu
1009,1009.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1009.jpg,0,pubescent_bamboo
1170,1170.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1170.jpg,3,chinese_redbud
1304,1304.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1304.jpg,5,japanese_maple
1005,1005.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1005.jpg,0,pubescent_bamboo
1156,1156.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1156.jpg,3,chinese_redbud
1208,1208.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1208.jpg,4,true_indigo
1035,1035.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1035.jpg,0,pubescent_bamboo
1446,1446.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1446.jpg,9,goldenrain_tree
1396,1396.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1396.jpg,7,castor_aralia
1165,1165.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1165.jpg,3,chinese_redbud
1124,1124.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1124.jpg,3,chinese_redbud
1581,1581.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1581.jpg,2,anhui_barberry
1605,1605.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1605.jpg,2,anhui_barberry
1169,1169.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1169.jpg,3,chinese_redbud
1464,1464.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1464.jpg,9,goldenrain_tree
1428,1428.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1428.jpg,7,castor_aralia
1376,1376.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1376.jpg,6,nanmu
1598,1598.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1598.jpg,2,anhui_barberry
1451,1451.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1451.jpg,9,goldenrain_tree
1478,1478.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1478.jpg,9,goldenrain_tree
1571,1571.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1571.jpg,2,anhui_barberry
1237,1237.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1237.jpg,4,true_indigo
1383,1383.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1383.jpg,6,nanmu
1053,1053.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1053.jpg,0,pubescent_bamboo
1468,1468.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1468.jpg,9,goldenrain_tree
1206,1206.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1206.jpg,4,true_indigo
1489,1489.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1489.jpg,9,goldenrain_tree
1078,1078.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1078.jpg,1,chinese_horse_chestnut
1380,1380.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1380.jpg,6,nanmu
1597,1597.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1597.jpg,2,anhui_barberry
1569,1569.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1569.jpg,2,anhui_barberry
1092,1092.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1092.jpg,1,chinese_horse_chestnut
1566,1566.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1566.jpg,2,anhui_barberry
1542,1542.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1542.jpg,8,chinese_cinnamon
1010,1010.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1010.jpg,0,pubescent_bamboo
1072,1072.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1072.jpg,1,chinese_horse_chestnut
1327,1327.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1327.jpg,6,nanmu
1079,1079.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1079.jpg,1,chinese_horse_chestnut
1354,1354.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1354.jpg,6,nanmu
1435,1435.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1435.jpg,7,castor_aralia
1393,1393.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1393.jpg,7,castor_aralia
1406,1406.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1406.jpg,7,castor_aralia
1400,1400.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1400.jpg,7,castor_aralia
1199,1199.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1199.jpg,4,true_indigo
1366,1366.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1366.jpg,6,nanmu
1443,1443.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1443.jpg,9,goldenrain_tree
1521,1521.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1521.jpg,8,chinese_cinnamon
1051,1051.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1051.jpg,0,pubescent_bamboo
1513,1513.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1513.jpg,8,chinese_cinnamon
1444,1444.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1444.jpg,9,goldenrain_tree
1593,1593.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1593.jpg,2,anhui_barberry
1361,1361.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1361.jpg,6,nanmu
1031,1031.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1031.jpg,0,pubescent_bamboo
1502,1502.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1502.jpg,8,chinese_cinnamon
1397,1397.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1397.jpg,7,castor_aralia
1420,1420.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1420.jpg,7,castor_aralia
1122,1122.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1122.jpg,1,chinese_horse_chestnut
1467,1467.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1467.jpg,9,goldenrain_tree
1551,1551.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1551.jpg,8,chinese_cinnamon
1567,1567.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1567.jpg,2,anhui_barberry
1191,1191.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1191.jpg,3,chinese_redbud
1384,1384.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1384.jpg,6,nanmu
1557,1557.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1557.jpg,2,anhui_barberry
1239,1239.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1239.jpg,4,true_indigo
1016,1016.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1016.jpg,0,pubescent_bamboo
1526,1526.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1526.jpg,8,chinese_cinnamon
1364,1364.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1364.jpg,6,nanmu
1576,1576.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1576.jpg,2,anhui_barberry
1270,1270.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1270.jpg,5,japanese_maple
1422,1422.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1422.jpg,7,castor_aralia
1426,1426.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1426.jpg,7,castor_aralia
1353,1353.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1353.jpg,6,nanmu
1550,1550.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1550.jpg,8,chinese_cinnamon
1352,1352.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1352.jpg,6,nanmu
1514,1514.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1514.jpg,8,chinese_cinnamon
1215,1215.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1215.jpg,4,true_indigo
1147,1147.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1147.jpg,3,chinese_redbud
1592,1592.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1592.jpg,2,anhui_barberry
1615,1615.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1615.jpg,2,anhui_barberry
1511,1511.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1511.jpg,8,chinese_cinnamon
1100,1100.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1100.jpg,1,chinese_horse_chestnut
1534,1534.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1534.jpg,8,chinese_cinnamon
1342,1342.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1342.jpg,6,nanmu
1452,1452.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1452.jpg,9,goldenrain_tree
1345,1345.jpg,D:\CV_leaf_identification\leaf_hog_lbp_svm\data\raw\Flavia\1345.jpg,6,nanmu
